OutageID,StartTime,DurationMinutes,Feeder,Cause,AffectedCustomers,EndTime
2175,2023-11-11 13:00:00,180,Feeder_1,Equipment Failure,152,2023-11-11 16:00:00
2176,2023-11-12 00:00:00,120,Feeder_9,Equipment Failure,199,2023-11-12 02:00:00
2177,2023-11-12 01:00:00,230,Feeder_4,Unknown,398,2023-11-12 04:50:00
2178,2023-11-12 01:00:00,160,Feeder_4,Weather (Heavy Rain),704,2023-11-12 03:40:00
2179,2023-11-12 04:00:00,425,Feeder_4,Unknown,383,2023-11-12 11:05:00
2180,2023-11-12 06:00:00,439,Feeder_10,Planned Maintenance,61,2023-11-12 13:19:00
2181,2023-11-12 14:00:00,86,Feeder_9,Weather (High Wind),791,2023-11-12 15:26:00
2182,2023-11-12 17:00:00,344,Feeder_6,Weather (High Wind),365,2023-11-12 22:44:00
2183,2023-11-13 03:00:00,287,Feeder_8,Equipment Failure,144,2023-11-13 07:47:00
2184,2023-11-13 11:00:00,261,Feeder_4,Unknown,420,2023-11-13 15:21:00
2185,2023-11-13 13:00:00,460,Feeder_3,Tree Contact,482,2023-11-13 20:40:00
2186,2023-11-13 17:00:00,427,Feeder_1,Weather (Heavy Rain),1211,2023-11-14 00:07:00
2187,2023-11-13 20:00:00,200,Feeder_10,Equipment Failure,121,2023-11-13 23:20:00
2188,2023-11-14 02:00:00,84,Feeder_7,Unknown,22,2023-11-14 03:24:00
2189,2023-11-14 03:00:00,476,Feeder_4,Unknown,282,2023-11-14 10:56:00
2190,2023-11-14 09:00:00,164,Feeder_8,Weather (Heavy Rain),690,2023-11-14 11:44:00
2191,2023-11-14 10:00:00,260,Feeder_3,Weather (Heavy Rain),382,2023-11-14 14:20:00
2192,2023-11-14 11:00:00,276,Feeder_1,Planned Maintenance,406,2023-11-14 15:36:00
2193,2023-11-14 11:00:00,40,Feeder_5,Overload,439,2023-11-14 11:40:00
2194,2023-11-14 12:00:00,437,Feeder_2,Overload,486,2023-11-14 19:17:00
2195,2023-11-14 14:00:00,154,Feeder_3,Weather (High Wind),1302,2023-11-14 16:34:00
2196,2023-11-14 21:00:00,113,Feeder_6,Equipment Failure,240,2023-11-14 22:53:00
2197,2023-11-14 21:00:00,412,Feeder_3,Tree Contact,42,2023-11-15 03:52:00
2198,2023-11-15 11:00:00,292,Feeder_3,Tree Contact,397,2023-11-15 15:52:00
2199,2023-11-15 19:00:00,65,Feeder_6,Tree Contact,485,2023-11-15 20:05:00
2200,2023-11-16 01:00:00,165,Feeder_5,Equipment Failure,419,2023-11-16 03:45:00
2201,2023-11-16 01:00:00,446,Feeder_10,Tree Contact,77,2023-11-16 08:26:00
2202,2023-11-16 03:00:00,469,Feeder_9,Overload,899,2023-11-16 10:49:00
2203,2023-11-16 13:00:00,118,Feeder_1,Tree Contact,494,2023-11-16 14:58:00
2204,2023-11-16 17:00:00,448,Feeder_3,Weather (High Wind),780,2023-11-17 00:28:00
2205,2023-11-16 18:00:00,103,Feeder_3,Unknown,301,2023-11-16 19:43:00
2206,2023-11-16 22:00:00,155,Feeder_6,Equipment Failure,111,2023-11-17 00:35:00
2207,2023-11-16 23:00:00,227,Feeder_8,Unknown,195,2023-11-17 02:47:00
2208,2023-11-17 04:00:00,247,Feeder_3,Overload,594,2023-11-17 08:07:00
2209,2023-11-17 12:00:00,408,Feeder_3,Weather (Heavy Rain),1076,2023-11-17 18:48:00
2210,2023-11-17 13:00:00,197,Feeder_6,Weather (Heavy Rain),1084,2023-11-17 16:17:00
2211,2023-11-17 13:00:00,265,Feeder_8,Weather (Heavy Rain),1436,2023-11-17 17:25:00
2212,2023-11-17 17:00:00,23,Feeder_6,Planned Maintenance,90,2023-11-17 17:23:00
2213,2023-11-17 17:00:00,93,Feeder_10,Tree Contact,70,2023-11-17 18:33:00
2214,2023-11-17 21:00:00,66,Feeder_3,Overload,717,2023-11-17 22:06:00
2215,2023-11-17 21:00:00,400,Feeder_4,Unknown,251,2023-11-18 03:40:00
2216,2023-11-18 03:00:00,423,Feeder_1,Overload,994,2023-11-18 10:03:00
2217,2023-11-18 06:00:00,283,Feeder_8,Equipment Failure,341,2023-11-18 10:43:00
2218,2023-11-18 11:00:00,240,Feeder_4,Equipment Failure,386,2023-11-18 15:00:00
2219,2023-11-18 14:00:00,65,Feeder_6,Overload,974,2023-11-18 15:05:00
2220,2023-11-19 08:00:00,200,Feeder_3,Weather (Heavy Rain),951,2023-11-19 11:20:00
2221,2023-11-19 09:00:00,48,Feeder_6,Weather (Heavy Rain),1496,2023-11-19 09:48:00
2222,2023-11-19 14:00:00,305,Feeder_9,Overload,760,2023-11-19 19:05:00
2223,2023-11-20 02:00:00,244,Feeder_9,Equipment Failure,21,2023-11-20 06:04:00
2224,2023-11-20 06:00:00,145,Feeder_10,Planned Maintenance,20,2023-11-20 08:25:00
2225,2023-11-20 09:00:00,134,Feeder_3,Planned Maintenance,406,2023-11-20 11:14:00
2226,2023-11-20 17:00:00,457,Feeder_3,Unknown,172,2023-11-21 00:37:00
2227,2023-11-20 22:00:00,340,Feeder_4,Unknown,292,2023-11-21 03:40:00
2228,2023-11-21 01:00:00,261,Feeder_7,Unknown,226,2023-11-21 05:21:00
2229,2023-11-21 02:00:00,446,Feeder_3,Planned Maintenance,369,2023-11-21 09:26:00
2230,2023-11-21 07:00:00,206,Feeder_10,Weather (High Wind),822,2023-11-21 10:26:00
2231,2023-11-21 12:00:00,417,Feeder_8,Equipment Failure,250,2023-11-21 18:57:00
2232,2023-11-21 12:00:00,337,Feeder_8,Weather (High Wind),504,2023-11-21 17:37:00
2233,2023-11-21 21:00:00,224,Feeder_6,Equipment Failure,54,2023-11-22 00:44:00
2234,2023-11-22 04:00:00,117,Feeder_4,Unknown,467,2023-11-22 05:57:00
2235,2023-11-22 04:00:00,343,Feeder_5,Tree Contact,90,2023-11-22 09:43:00
2236,2023-11-22 05:00:00,386,Feeder_2,Weather (High Wind),1041,2023-11-22 11:26:00
2237,2023-11-22 12:00:00,474,Feeder_6,Equipment Failure,76,2023-11-22 19:54:00
2238,2023-11-22 13:00:00,147,Feeder_3,Weather (Heavy Rain),618,2023-11-22 15:27:00
2239,2023-11-22 13:00:00,337,Feeder_6,Overload,911,2023-11-22 18:37:00
2240,2023-11-22 15:00:00,153,Feeder_5,Overload,259,2023-11-22 17:33:00
2241,2023-11-22 17:00:00,135,Feeder_2,Tree Contact,100,2023-11-22 19:15:00
2242,2023-11-22 18:00:00,108,Feeder_5,Equipment Failure,51,2023-11-22 19:48:00
2243,2023-11-22 23:00:00,466,Feeder_5,Tree Contact,285,2023-11-23 06:46:00
2244,2023-11-23 05:00:00,467,Feeder_9,Tree Contact,313,2023-11-23 12:47:00
2245,2023-11-23 08:00:00,143,Feeder_8,Unknown,283,2023-11-23 10:23:00
2246,2023-11-23 09:00:00,105,Feeder_7,Tree Contact,393,2023-11-23 10:45:00
2247,2023-11-23 11:00:00,106,Feeder_3,Tree Contact,86,2023-11-23 12:46:00
2248,2023-11-23 13:00:00,77,Feeder_10,Unknown,243,2023-11-23 14:17:00
2249,2023-11-23 19:00:00,43,Feeder_4,Weather (Heavy Rain),1482,2023-11-23 19:43:00
2250,2023-11-23 22:00:00,224,Feeder_6,Tree Contact,211,2023-11-24 01:44:00
2251,2023-11-24 00:00:00,26,Feeder_3,Tree Contact,494,2023-11-24 00:26:00
2252,2023-11-24 03:00:00,347,Feeder_9,Unknown,230,2023-11-24 08:47:00
2253,2023-11-24 15:00:00,311,Feeder_8,Overload,744,2023-11-24 20:11:00
2254,2023-11-24 18:00:00,144,Feeder_6,Tree Contact,48,2023-11-24 20:24:00
2255,2023-11-25 04:00:00,307,Feeder_4,Planned Maintenance,20,2023-11-25 09:07:00
2256,2023-11-26 00:00:00,187,Feeder_7,Equipment Failure,121,2023-11-26 03:07:00
2257,2023-11-26 09:00:00,222,Feeder_3,Unknown,418,2023-11-26 12:42:00
2258,2023-11-26 10:00:00,446,Feeder_10,Tree Contact,117,2023-11-26 17:26:00
2259,2023-11-26 13:00:00,38,Feeder_8,Weather (Heavy Rain),577,2023-11-26 13:38:00
2260,2023-11-27 07:00:00,113,Feeder_1,Planned Maintenance,320,2023-11-27 08:53:00
2261,2023-11-27 07:00:00,420,Feeder_3,Overload,502,2023-11-27 14:00:00
2262,2023-11-27 07:00:00,370,Feeder_5,Unknown,67,2023-11-27 13:10:00
2263,2023-11-27 08:00:00,153,Feeder_5,Unknown,302,2023-11-27 10:33:00
2264,2023-11-27 09:00:00,328,Feeder_10,Tree Contact,25,2023-11-27 14:28:00
2265,2023-11-27 13:00:00,188,Feeder_2,Unknown,488,2023-11-27 16:08:00
2266,2023-11-27 15:00:00,43,Feeder_10,Equipment Failure,486,2023-11-27 15:43:00
2267,2023-11-27 20:00:00,433,Feeder_8,Unknown,335,2023-11-28 03:13:00
2268,2023-11-27 21:00:00,157,Feeder_5,Overload,443,2023-11-27 23:37:00
2269,2023-11-27 23:00:00,330,Feeder_7,Overload,883,2023-11-28 04:30:00
2270,2023-11-28 06:00:00,365,Feeder_7,Overload,406,2023-11-28 12:05:00
2271,2023-11-28 10:00:00,56,Feeder_5,Overload,574,2023-11-28 10:56:00
2272,2023-11-28 13:00:00,313,Feeder_8,Overload,482,2023-11-28 18:13:00
2273,2023-11-28 22:00:00,222,Feeder_9,Unknown,224,2023-11-29 01:42:00
2274,2023-11-28 23:00:00,344,Feeder_4,Unknown,153,2023-11-29 04:44:00
2275,2023-11-29 02:00:00,447,Feeder_4,Equipment Failure,283,2023-11-29 09:27:00
2276,2023-11-29 02:00:00,206,Feeder_8,Equipment Failure,412,2023-11-29 05:26:00
2277,2023-11-29 05:00:00,174,Feeder_1,Unknown,437,2023-11-29 07:54:00
2278,2023-11-29 09:00:00,78,Feeder_4,Tree Contact,395,2023-11-29 10:18:00
2279,2023-11-29 11:00:00,257,Feeder_6,Equipment Failure,451,2023-11-29 15:17:00
2280,2023-11-29 16:00:00,272,Feeder_4,Weather (Heavy Rain),1201,2023-11-29 20:32:00
2281,2023-11-29 19:00:00,166,Feeder_6,Tree Contact,213,2023-11-29 21:46:00
2282,2023-11-29 19:00:00,229,Feeder_5,Overload,677,2023-11-29 22:49:00
2283,2023-11-29 21:00:00,336,Feeder_9,Planned Maintenance,219,2023-11-30 02:36:00
2284,2023-11-30 00:00:00,180,Feeder_10,Weather (High Wind),447,2023-11-30 03:00:00
2285,2023-11-30 01:00:00,45,Feeder_9,Equipment Failure,303,2023-11-30 01:45:00
2286,2023-11-30 02:00:00,385,Feeder_4,Unknown,302,2023-11-30 08:25:00
2287,2023-11-30 04:00:00,246,Feeder_4,Weather (Heavy Rain),1077,2023-11-30 08:06:00
2288,2023-11-30 07:00:00,296,Feeder_8,Overload,221,2023-11-30 11:56:00
2289,2023-11-30 10:00:00,43,Feeder_10,Overload,758,2023-11-30 10:43:00
2290,2023-11-30 10:00:00,209,Feeder_4,Equipment Failure,310,2023-11-30 13:29:00
2291,2023-11-30 11:00:00,348,Feeder_2,Tree Contact,382,2023-11-30 16:48:00
2292,2023-11-30 12:00:00,270,Feeder_2,Equipment Failure,171,2023-11-30 16:30:00
2293,2023-11-30 12:00:00,295,Feeder_1,Tree Contact,139,2023-11-30 16:55:00
2294,2023-11-30 14:00:00,318,Feeder_5,Equipment Failure,53,2023-11-30 19:18:00
2295,2023-11-30 15:00:00,335,Feeder_6,Weather (High Wind),1406,2023-11-30 20:35:00
2296,2023-11-30 15:00:00,451,Feeder_9,Planned Maintenance,92,2023-11-30 22:31:00
2297,2023-12-01 00:00:00,337,Feeder_5,Weather (Heavy Rain),718,2023-12-01 05:37:00
2298,2023-12-01 00:00:00,360,Feeder_6,Weather (High Wind),837,2023-12-01 06:00:00
2299,2023-12-01 01:00:00,416,Feeder_6,Unknown,36,2023-12-01 07:56:00
2300,2023-12-01 01:00:00,407,Feeder_3,Weather (High Wind),691,2023-12-01 07:47:00
2301,2023-12-01 08:00:00,308,Feeder_4,Tree Contact,359,2023-12-01 13:08:00
2302,2023-12-01 10:00:00,101,Feeder_1,Tree Contact,16,2023-12-01 11:41:00
2303,2023-12-01 17:00:00,163,Feeder_4,Unknown,420,2023-12-01 19:43:00
2304,2023-12-01 20:00:00,263,Feeder_1,Equipment Failure,350,2023-12-02 00:23:00
2305,2023-12-01 22:00:00,335,Feeder_5,Overload,548,2023-12-02 03:35:00
2306,2023-12-02 01:00:00,419,Feeder_8,Weather (Heavy Rain),1456,2023-12-02 07:59:00
2307,2023-12-02 04:00:00,297,Feeder_8,Weather (High Wind),1239,2023-12-02 08:57:00
2308,2023-12-02 10:00:00,376,Feeder_5,Planned Maintenance,137,2023-12-02 16:16:00
2309,2023-12-02 13:00:00,393,Feeder_10,Overload,688,2023-12-02 19:33:00
2310,2023-12-03 04:00:00,212,Feeder_2,Equipment Failure,27,2023-12-03 07:32:00
2311,2023-12-03 06:00:00,58,Feeder_6,Unknown,298,2023-12-03 06:58:00
2312,2023-12-03 09:00:00,370,Feeder_1,Equipment Failure,170,2023-12-03 15:10:00
2313,2023-12-03 14:00:00,42,Feeder_7,Equipment Failure,361,2023-12-03 14:42:00
2314,2023-12-03 16:00:00,443,Feeder_4,Tree Contact,387,2023-12-03 23:23:00
2315,2023-12-03 16:00:00,31,Feeder_5,Unknown,290,2023-12-03 16:31:00
2316,2023-12-04 07:00:00,141,Feeder_6,Planned Maintenance,407,2023-12-04 09:21:00
2317,2023-12-04 08:00:00,393,Feeder_1,Unknown,431,2023-12-04 14:33:00
2318,2023-12-04 18:00:00,182,Feeder_9,Equipment Failure,175,2023-12-04 21:02:00
2319,2023-12-04 22:00:00,258,Feeder_10,Tree Contact,269,2023-12-05 02:18:00
2320,2023-12-05 00:00:00,401,Feeder_4,Overload,869,2023-12-05 06:41:00
2321,2023-12-05 00:00:00,90,Feeder_8,Unknown,199,2023-12-05 01:30:00
2322,2023-12-05 08:00:00,245,Feeder_5,Tree Contact,347,2023-12-05 12:05:00
2323,2023-12-05 13:00:00,218,Feeder_8,Equipment Failure,275,2023-12-05 16:38:00
2324,2023-12-05 13:00:00,464,Feeder_1,Planned Maintenance,300,2023-12-05 20:44:00
2325,2023-12-05 18:00:00,262,Feeder_8,Tree Contact,364,2023-12-05 22:22:00
2326,2023-12-05 21:00:00,316,Feeder_4,Weather (Heavy Rain),541,2023-12-06 02:16:00
2327,2023-12-05 22:00:00,228,Feeder_2,Unknown,288,2023-12-06 01:48:00
2328,2023-12-06 14:00:00,229,Feeder_6,Overload,457,2023-12-06 17:49:00
2329,2023-12-06 16:00:00,172,Feeder_2,Overload,854,2023-12-06 18:52:00
2330,2023-12-06 19:00:00,83,Feeder_5,Overload,246,2023-12-06 20:23:00
2331,2023-12-06 19:00:00,407,Feeder_2,Overload,226,2023-12-07 01:47:00
2332,2023-12-07 00:00:00,99,Feeder_3,Equipment Failure,162,2023-12-07 01:39:00
2333,2023-12-07 02:00:00,281,Feeder_6,Weather (High Wind),1298,2023-12-07 06:41:00
2334,2023-12-07 12:00:00,83,Feeder_1,Overload,226,2023-12-07 13:23:00
2335,2023-12-07 13:00:00,113,Feeder_6,Unknown,221,2023-12-07 14:53:00
2336,2023-12-07 15:00:00,361,Feeder_3,Overload,596,2023-12-07 21:01:00
2337,2023-12-07 19:00:00,464,Feeder_7,Overload,344,2023-12-08 02:44:00
2338,2023-12-07 21:00:00,230,Feeder_2,Overload,786,2023-12-08 00:50:00
2339,2023-12-08 01:00:00,429,Feeder_6,Planned Maintenance,214,2023-12-08 08:09:00
2340,2023-12-08 05:00:00,175,Feeder_8,Tree Contact,482,2023-12-08 07:55:00
2341,2023-12-08 15:00:00,437,Feeder_1,Unknown,413,2023-12-08 22:17:00
2342,2023-12-08 18:00:00,108,Feeder_9,Planned Maintenance,393,2023-12-08 19:48:00
2343,2023-12-08 23:00:00,188,Feeder_5,Unknown,162,2023-12-09 02:08:00
2344,2023-12-09 00:00:00,179,Feeder_5,Planned Maintenance,179,2023-12-09 02:59:00
2345,2023-12-09 02:00:00,129,Feeder_5,Equipment Failure,438,2023-12-09 04:09:00
2346,2023-12-09 02:00:00,234,Feeder_6,Unknown,250,2023-12-09 05:54:00
2347,2023-12-09 11:00:00,458,Feeder_2,Unknown,296,2023-12-09 18:38:00
2348,2023-12-09 16:00:00,45,Feeder_6,Unknown,254,2023-12-09 16:45:00
2349,2023-12-09 18:00:00,25,Feeder_4,Equipment Failure,330,2023-12-09 18:25:00
2350,2023-12-09 18:00:00,357,Feeder_8,Weather (High Wind),1440,2023-12-09 23:57:00
2351,2023-12-09 20:00:00,391,Feeder_9,Equipment Failure,89,2023-12-10 02:31:00
2352,2023-12-09 22:00:00,144,Feeder_9,Overload,898,2023-12-10 00:24:00
2353,2023-12-10 02:00:00,119,Feeder_8,Planned Maintenance,158,2023-12-10 03:59:00
2354,2023-12-10 03:00:00,41,Feeder_3,Unknown,39,2023-12-10 03:41:00
2355,2023-12-10 04:00:00,241,Feeder_10,Weather (Heavy Rain),542,2023-12-10 08:01:00
2356,2023-12-10 12:00:00,16,Feeder_4,Unknown,396,2023-12-10 12:16:00
2357,2023-12-10 13:00:00,373,Feeder_1,Equipment Failure,491,2023-12-10 19:13:00
2358,2023-12-10 20:00:00,115,Feeder_9,Equipment Failure,335,2023-12-10 21:55:00
2359,2023-12-11 02:00:00,35,Feeder_5,Weather (Heavy Rain),1275,2023-12-11 02:35:00
2360,2023-12-11 02:00:00,72,Feeder_6,Tree Contact,38,2023-12-11 03:12:00
2361,2023-12-11 03:00:00,403,Feeder_3,Unknown,268,2023-12-11 09:43:00
2362,2023-12-11 07:00:00,194,Feeder_10,Overload,721,2023-12-11 10:14:00
2363,2023-12-11 08:00:00,443,Feeder_8,Tree Contact,426,2023-12-11 15:23:00
2364,2023-12-11 19:00:00,355,Feeder_7,Weather (Heavy Rain),983,2023-12-12 00:55:00
2365,2023-12-11 21:00:00,363,Feeder_1,Overload,320,2023-12-12 03:03:00
2366,2023-12-12 06:00:00,34,Feeder_10,Unknown,78,2023-12-12 06:34:00
2367,2023-12-13 01:00:00,269,Feeder_5,Tree Contact,425,2023-12-13 05:29:00
2368,2023-12-13 03:00:00,331,Feeder_10,Tree Contact,376,2023-12-13 08:31:00
2369,2023-12-13 03:00:00,52,Feeder_9,Unknown,219,2023-12-13 03:52:00
2370,2023-12-13 03:00:00,162,Feeder_6,Overload,661,2023-12-13 05:42:00
2371,2023-12-13 04:00:00,39,Feeder_8,Unknown,349,2023-12-13 04:39:00
2372,2023-12-13 07:00:00,400,Feeder_10,Equipment Failure,317,2023-12-13 13:40:00
2373,2023-12-13 08:00:00,135,Feeder_1,Equipment Failure,201,2023-12-13 10:15:00
2374,2023-12-13 11:00:00,430,Feeder_10,Unknown,381,2023-12-13 18:10:00
2375,2023-12-13 17:00:00,40,Feeder_7,Unknown,112,2023-12-13 17:40:00
2376,2023-12-13 18:00:00,468,Feeder_3,Tree Contact,250,2023-12-14 01:48:00
2377,2023-12-13 21:00:00,183,Feeder_9,Weather (High Wind),887,2023-12-14 00:03:00
2378,2023-12-13 22:00:00,337,Feeder_6,Unknown,433,2023-12-14 03:37:00
2379,2023-12-14 00:00:00,239,Feeder_5,Overload,876,2023-12-14 03:59:00
2380,2023-12-14 01:00:00,15,Feeder_8,Equipment Failure,406,2023-12-14 01:15:00
2381,2023-12-14 05:00:00,321,Feeder_8,Weather (Heavy Rain),916,2023-12-14 10:21:00
2382,2023-12-14 06:00:00,275,Feeder_3,Equipment Failure,345,2023-12-14 10:35:00
2383,2023-12-14 07:00:00,27,Feeder_2,Equipment Failure,226,2023-12-14 07:27:00
2384,2023-12-14 10:00:00,417,Feeder_2,Unknown,211,2023-12-14 16:57:00
2385,2023-12-14 11:00:00,410,Feeder_5,Equipment Failure,38,2023-12-14 17:50:00
2386,2023-12-14 18:00:00,62,Feeder_10,Unknown,456,2023-12-14 19:02:00
2387,2023-12-14 19:00:00,423,Feeder_7,Weather (Heavy Rain),325,2023-12-15 02:03:00
2388,2023-12-15 04:00:00,327,Feeder_8,Weather (Heavy Rain),1162,2023-12-15 09:27:00
2389,2023-12-15 05:00:00,385,Feeder_10,Weather (High Wind),378,2023-12-15 11:25:00
2390,2023-12-15 11:00:00,305,Feeder_8,Tree Contact,489,2023-12-15 16:05:00
2391,2023-12-15 15:00:00,346,Feeder_8,Equipment Failure,240,2023-12-15 20:46:00
2392,2023-12-16 02:00:00,108,Feeder_10,Equipment Failure,111,2023-12-16 03:48:00
2393,2023-12-16 09:00:00,275,Feeder_3,Planned Maintenance,324,2023-12-16 13:35:00
2394,2023-12-16 10:00:00,292,Feeder_2,Overload,581,2023-12-16 14:52:00
2395,2023-12-16 13:00:00,373,Feeder_4,Equipment Failure,190,2023-12-16 19:13:00
2396,2023-12-16 13:00:00,219,Feeder_1,Unknown,481,2023-12-16 16:39:00
2397,2023-12-16 16:00:00,199,Feeder_3,Unknown,424,2023-12-16 19:19:00
2398,2023-12-16 16:00:00,189,Feeder_9,Tree Contact,241,2023-12-16 19:09:00
2399,2023-12-16 21:00:00,452,Feeder_7,Equipment Failure,21,2023-12-17 04:32:00
2400,2023-12-16 23:00:00,401,Feeder_7,Planned Maintenance,195,2023-12-17 05:41:00
2401,2023-12-17 15:00:00,394,Feeder_1,Unknown,258,2023-12-17 21:34:00
2402,2023-12-17 15:00:00,323,Feeder_7,Equipment Failure,429,2023-12-17 20:23:00
2403,2023-12-17 17:00:00,429,Feeder_10,Equipment Failure,275,2023-12-18 00:09:00
2404,2023-12-18 03:00:00,83,Feeder_7,Unknown,399,2023-12-18 04:23:00
2405,2023-12-18 04:00:00,118,Feeder_4,Unknown,144,2023-12-18 05:58:00
2406,2023-12-18 05:00:00,260,Feeder_7,Planned Maintenance,254,2023-12-18 09:20:00
2407,2023-12-18 06:00:00,175,Feeder_8,Overload,975,2023-12-18 08:55:00
2408,2023-12-18 09:00:00,214,Feeder_3,Tree Contact,356,2023-12-18 12:34:00
2409,2023-12-18 11:00:00,230,Feeder_10,Weather (High Wind),1311,2023-12-18 14:50:00
2410,2023-12-18 12:00:00,448,Feeder_2,Equipment Failure,268,2023-12-18 19:28:00
2411,2023-12-18 14:00:00,226,Feeder_7,Overload,872,2023-12-18 17:46:00
2412,2023-12-19 00:00:00,30,Feeder_5,Overload,617,2023-12-19 00:30:00
2413,2023-12-19 00:00:00,386,Feeder_5,Weather (Heavy Rain),427,2023-12-19 06:26:00
2414,2023-12-19 13:00:00,346,Feeder_5,Weather (Heavy Rain),712,2023-12-19 18:46:00
2415,2023-12-19 19:00:00,219,Feeder_7,Unknown,10,2023-12-19 22:39:00
2416,2023-12-19 19:00:00,379,Feeder_9,Planned Maintenance,438,2023-12-20 01:19:00
2417,2023-12-20 00:00:00,53,Feeder_8,Unknown,447,2023-12-20 00:53:00
2418,2023-12-20 00:00:00,103,Feeder_6,Unknown,443,2023-12-20 01:43:00
2419,2023-12-20 03:00:00,444,Feeder_7,Overload,526,2023-12-20 10:24:00
2420,2023-12-20 07:00:00,270,Feeder_9,Overload,590,2023-12-20 11:30:00
2421,2023-12-20 16:00:00,268,Feeder_6,Weather (Heavy Rain),436,2023-12-20 20:28:00
2422,2023-12-20 18:00:00,230,Feeder_1,Equipment Failure,280,2023-12-20 21:50:00
2423,2023-12-20 19:00:00,382,Feeder_4,Unknown,98,2023-12-21 01:22:00
2424,2023-12-21 06:00:00,317,Feeder_8,Equipment Failure,204,2023-12-21 11:17:00
2425,2023-12-21 16:00:00,186,Feeder_7,Overload,496,2023-12-21 19:06:00
2426,2023-12-21 18:00:00,151,Feeder_3,Weather (Heavy Rain),847,2023-12-21 20:31:00
2427,2023-12-21 23:00:00,398,Feeder_10,Weather (Heavy Rain),687,2023-12-22 05:38:00
2428,2023-12-21 23:00:00,192,Feeder_3,Weather (High Wind),870,2023-12-22 02:12:00
2429,2023-12-22 09:00:00,91,Feeder_3,Weather (Heavy Rain),1315,2023-12-22 10:31:00
2430,2023-12-22 11:00:00,202,Feeder_1,Overload,829,2023-12-22 14:22:00
2431,2023-12-22 13:00:00,29,Feeder_10,Overload,974,2023-12-22 13:29:00
2432,2023-12-22 15:00:00,306,Feeder_1,Unknown,142,2023-12-22 20:06:00
2433,2023-12-22 23:00:00,333,Feeder_6,Overload,283,2023-12-23 04:33:00
2434,2023-12-23 03:00:00,339,Feeder_1,Overload,345,2023-12-23 08:39:00
2435,2023-12-23 04:00:00,228,Feeder_5,Tree Contact,20,2023-12-23 07:48:00
2436,2023-12-23 05:00:00,222,Feeder_4,Equipment Failure,465,2023-12-23 08:42:00
2437,2023-12-23 09:00:00,183,Feeder_5,Weather (Heavy Rain),720,2023-12-23 12:03:00
2438,2023-12-23 11:00:00,344,Feeder_7,Weather (High Wind),1447,2023-12-23 16:44:00
2439,2023-12-23 12:00:00,294,Feeder_6,Planned Maintenance,165,2023-12-23 16:54:00
2440,2023-12-23 16:00:00,319,Feeder_9,Planned Maintenance,249,2023-12-23 21:19:00
2441,2023-12-23 22:00:00,160,Feeder_6,Equipment Failure,69,2023-12-24 00:40:00
2442,2023-12-23 22:00:00,277,Feeder_9,Tree Contact,147,2023-12-24 02:37:00
2443,2023-12-23 23:00:00,18,Feeder_4,Equipment Failure,59,2023-12-23 23:18:00
2444,2023-12-24 03:00:00,104,Feeder_1,Equipment Failure,176,2023-12-24 04:44:00
2445,2023-12-24 09:00:00,467,Feeder_1,Tree Contact,174,2023-12-24 16:47:00
2446,2023-12-24 10:00:00,74,Feeder_10,Overload,370,2023-12-24 11:14:00
2447,2023-12-24 11:00:00,325,Feeder_7,Weather (High Wind),1411,2023-12-24 16:25:00
2448,2023-12-24 12:00:00,30,Feeder_3,Planned Maintenance,496,2023-12-24 12:30:00
2449,2023-12-25 00:00:00,241,Feeder_2,Unknown,478,2023-12-25 04:01:00
2450,2023-12-25 03:00:00,43,Feeder_6,Planned Maintenance,101,2023-12-25 03:43:00
2451,2023-12-25 05:00:00,165,Feeder_6,Equipment Failure,303,2023-12-25 07:45:00
2452,2023-12-25 09:00:00,259,Feeder_7,Tree Contact,385,2023-12-25 13:19:00
2453,2023-12-25 13:00:00,284,Feeder_5,Overload,533,2023-12-25 17:44:00
2454,2023-12-26 17:00:00,93,Feeder_8,Tree Contact,84,2023-12-26 18:33:00
2455,2023-12-26 19:00:00,447,Feeder_7,Equipment Failure,54,2023-12-27 02:27:00
2456,2023-12-26 20:00:00,303,Feeder_2,Equipment Failure,437,2023-12-27 01:03:00
2457,2023-12-27 00:00:00,167,Feeder_1,Weather (Heavy Rain),440,2023-12-27 02:47:00
2458,2023-12-27 06:00:00,291,Feeder_9,Planned Maintenance,62,2023-12-27 10:51:00
2459,2023-12-27 12:00:00,415,Feeder_5,Planned Maintenance,184,2023-12-27 18:55:00
2460,2023-12-27 16:00:00,293,Feeder_5,Tree Contact,170,2023-12-27 20:53:00
2461,2023-12-27 19:00:00,71,Feeder_10,Weather (Heavy Rain),350,2023-12-27 20:11:00
2462,2023-12-27 22:00:00,479,Feeder_4,Weather (Heavy Rain),1286,2023-12-28 05:59:00
2463,2023-12-27 22:00:00,200,Feeder_2,Weather (High Wind),1228,2023-12-28 01:20:00
2464,2023-12-27 22:00:00,412,Feeder_5,Equipment Failure,370,2023-12-28 04:52:00
2465,2023-12-28 02:00:00,107,Feeder_2,Planned Maintenance,279,2023-12-28 03:47:00
2466,2023-12-28 02:00:00,290,Feeder_7,Weather (Heavy Rain),961,2023-12-28 06:50:00
2467,2023-12-28 07:00:00,172,Feeder_9,Equipment Failure,133,2023-12-28 09:52:00
2468,2023-12-28 16:00:00,289,Feeder_9,Equipment Failure,191,2023-12-28 20:49:00
2469,2023-12-28 16:00:00,195,Feeder_6,Equipment Failure,385,2023-12-28 19:15:00
